"MTU (CET/CEST)","Area","Production Type","Generation (MW)"
"29/11/2025 03:45:00 - 29/11/2025 04:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 04:00:00 - 29/11/2025 04:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 04:15:00 - 29/11/2025 04:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 04:30:00 - 29/11/2025 04:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 04:45:00 - 29/11/2025 05:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 05:00:00 - 29/11/2025 05:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 05:15:00 - 29/11/2025 05:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 05:30:00 - 29/11/2025 05:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 05:45:00 - 29/11/2025 06:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 06:00:00 - 29/11/2025 06:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 06:15:00 - 29/11/2025 06:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 06:30:00 - 29/11/2025 06:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 06:45:00 - 29/11/2025 07:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 07:00:00 - 29/11/2025 07:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 07:15:00 - 29/11/2025 07:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 07:30:00 - 29/11/2025 07:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 07:45:00 - 29/11/2025 08:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 08:00:00 - 29/11/2025 08:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 08:15:00 - 29/11/2025 08:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 08:30:00 - 29/11/2025 08:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 08:45:00 - 29/11/2025 09:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 09:00:00 - 29/11/2025 09:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 09:15:00 - 29/11/2025 09:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 09:30:00 - 29/11/2025 09:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 09:45:00 - 29/11/2025 10:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 10:00:00 - 29/11/2025 10:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 10:15:00 - 29/11/2025 10:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 10:30:00 - 29/11/2025 10:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 10:45:00 - 29/11/2025 11:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 11:00:00 - 29/11/2025 11:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 11:15:00 - 29/11/2025 11:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 11:30:00 - 29/11/2025 11:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 11:45:00 - 29/11/2025 12:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 12:00:00 - 29/11/2025 12:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 12:15:00 - 29/11/2025 12:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 12:30:00 - 29/11/2025 12:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 12:45:00 - 29/11/2025 13:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 13:00:00 - 29/11/2025 13:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 13:15:00 - 29/11/2025 13:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 13:30:00 - 29/11/2025 13:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 13:45:00 - 29/11/2025 14:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 14:00:00 - 29/11/2025 14:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 14:15:00 - 29/11/2025 14:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 14:30:00 - 29/11/2025 14:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 14:45:00 - 29/11/2025 15:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 15:00:00 - 29/11/2025 15:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 15:15:00 - 29/11/2025 15:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 15:30:00 - 29/11/2025 15:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 15:45:00 - 29/11/2025 16:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 16:00:00 - 29/11/2025 16:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 16:15:00 - 29/11/2025 16:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 16:30:00 - 29/11/2025 16:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 16:45:00 - 29/11/2025 17:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 17:00:00 - 29/11/2025 17:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 17:15:00 - 29/11/2025 17:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 17:30:00 - 29/11/2025 17:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 17:45:00 - 29/11/2025 18:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 18:00:00 - 29/11/2025 18:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 18:15:00 - 29/11/2025 18:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 18:30:00 - 29/11/2025 18:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 18:45:00 - 29/11/2025 19:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 19:00:00 - 29/11/2025 19:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 19:15:00 - 29/11/2025 19:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 19:30:00 - 29/11/2025 19:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 19:45:00 - 29/11/2025 20:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 20:00:00 - 29/11/2025 20:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 20:15:00 - 29/11/2025 20:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 20:30:00 - 29/11/2025 20:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 20:45:00 - 29/11/2025 21:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 21:00:00 - 29/11/2025 21:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 21:15:00 - 29/11/2025 21:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 21:30:00 - 29/11/2025 21:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 21:45:00 - 29/11/2025 22:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 22:00:00 - 29/11/2025 22:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 22:15:00 - 29/11/2025 22:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 22:30:00 - 29/11/2025 22:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 22:45:00 - 29/11/2025 23:00:00","BZN|NL","Biomass","0.00"
"29/11/2025 23:00:00 - 29/11/2025 23:15:00","BZN|NL","Biomass","0.00"
"29/11/2025 23:15:00 - 29/11/2025 23:30:00","BZN|NL","Biomass","0.00"
"29/11/2025 23:30:00 - 29/11/2025 23:45:00","BZN|NL","Biomass","0.00"
"29/11/2025 23:45:00 - 30/11/2025 00:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 00:00:00 - 30/11/2025 00:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 00:15:00 - 30/11/2025 00:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 00:30:00 - 30/11/2025 00:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 00:45:00 - 30/11/2025 01:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 01:00:00 - 30/11/2025 01:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 01:15:00 - 30/11/2025 01:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 01:30:00 - 30/11/2025 01:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 01:45:00 - 30/11/2025 02:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 02:00:00 - 30/11/2025 02:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 02:15:00 - 30/11/2025 02:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 02:30:00 - 30/11/2025 02:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 02:45:00 - 30/11/2025 03:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 03:00:00 - 30/11/2025 03:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 03:15:00 - 30/11/2025 03:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 03:30:00 - 30/11/2025 03:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 03:45:00 - 30/11/2025 04:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 04:00:00 - 30/11/2025 04:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 04:15:00 - 30/11/2025 04:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 04:30:00 - 30/11/2025 04:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 04:45:00 - 30/11/2025 05:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 05:00:00 - 30/11/2025 05:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 05:15:00 - 30/11/2025 05:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 05:30:00 - 30/11/2025 05:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 05:45:00 - 30/11/2025 06:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 06:00:00 - 30/11/2025 06:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 06:15:00 - 30/11/2025 06:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 06:30:00 - 30/11/2025 06:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 06:45:00 - 30/11/2025 07:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 07:00:00 - 30/11/2025 07:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 07:15:00 - 30/11/2025 07:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 07:30:00 - 30/11/2025 07:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 07:45:00 - 30/11/2025 08:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 08:00:00 - 30/11/2025 08:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 08:15:00 - 30/11/2025 08:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 08:30:00 - 30/11/2025 08:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 08:45:00 - 30/11/2025 09:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 09:00:00 - 30/11/2025 09:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 09:15:00 - 30/11/2025 09:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 09:30:00 - 30/11/2025 09:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 09:45:00 - 30/11/2025 10:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 10:00:00 - 30/11/2025 10:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 10:15:00 - 30/11/2025 10:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 10:30:00 - 30/11/2025 10:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 10:45:00 - 30/11/2025 11:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 11:00:00 - 30/11/2025 11:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 11:15:00 - 30/11/2025 11:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 11:30:00 - 30/11/2025 11:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 11:45:00 - 30/11/2025 12:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 12:00:00 - 30/11/2025 12:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 12:15:00 - 30/11/2025 12:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 12:30:00 - 30/11/2025 12:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 12:45:00 - 30/11/2025 13:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 13:00:00 - 30/11/2025 13:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 13:15:00 - 30/11/2025 13:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 13:30:00 - 30/11/2025 13:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 13:45:00 - 30/11/2025 14:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 14:00:00 - 30/11/2025 14:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 14:15:00 - 30/11/2025 14:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 14:30:00 - 30/11/2025 14:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 14:45:00 - 30/11/2025 15:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 15:00:00 - 30/11/2025 15:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 15:15:00 - 30/11/2025 15:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 15:30:00 - 30/11/2025 15:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 15:45:00 - 30/11/2025 16:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 16:00:00 - 30/11/2025 16:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 16:15:00 - 30/11/2025 16:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 16:30:00 - 30/11/2025 16:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 16:45:00 - 30/11/2025 17:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 17:00:00 - 30/11/2025 17:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 17:15:00 - 30/11/2025 17:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 17:30:00 - 30/11/2025 17:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 17:45:00 - 30/11/2025 18:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 18:00:00 - 30/11/2025 18:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 18:15:00 - 30/11/2025 18:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 18:30:00 - 30/11/2025 18:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 18:45:00 - 30/11/2025 19:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 19:00:00 - 30/11/2025 19:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 19:15:00 - 30/11/2025 19:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 19:30:00 - 30/11/2025 19:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 19:45:00 - 30/11/2025 20:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 20:00:00 - 30/11/2025 20:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 20:15:00 - 30/11/2025 20:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 20:30:00 - 30/11/2025 20:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 20:45:00 - 30/11/2025 21:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 21:00:00 - 30/11/2025 21:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 21:15:00 - 30/11/2025 21:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 21:30:00 - 30/11/2025 21:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 21:45:00 - 30/11/2025 22:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 22:00:00 - 30/11/2025 22:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 22:15:00 - 30/11/2025 22:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 22:30:00 - 30/11/2025 22:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 22:45:00 - 30/11/2025 23:00:00","BZN|NL","Biomass","0.00"
"30/11/2025 23:00:00 - 30/11/2025 23:15:00","BZN|NL","Biomass","0.00"
"30/11/2025 23:15:00 - 30/11/2025 23:30:00","BZN|NL","Biomass","0.00"
"30/11/2025 23:30:00 - 30/11/2025 23:45:00","BZN|NL","Biomass","0.00"
"30/11/2025 23:45:00 - 01/12/2025 00:00:00","BZN|NL","Biomass","0.00"
"01/12/2025 00:00:00 - 01/12/2025 00:15:00","BZN|NL","Biomass","0.00"
"01/12/2025 00:15:00 - 01/12/2025 00:30:00","BZN|NL","Biomass","0.00"
"01/12/2025 00:30:00 - 01/12/2025 00:45:00","BZN|NL","Biomass","0.00"
"01/12/2025 00:45:00 - 01/12/2025 01:00:00","BZN|NL","Biomass","0.00"
"01/12/2025 01:00:00 - 01/12/2025 01:15:00","BZN|NL","Biomass","0.00"
"01/12/2025 01:15:00 - 01/12/2025 01:30:00","BZN|NL","Biomass","0.00"
"01/12/2025 01:30:00 - 01/12/2025 01:45:00","BZN|NL","Biomass","0.00"
"01/12/2025 01:45:00 - 01/12/2025 02:00:00","BZN|NL","Biomass","0.00"
"01/12/2025 02:00:00 - 01/12/2025 02:15:00","BZN|NL","Biomass","0.00"
"01/12/2025 02:15:00 - 01/12/2025 02:30:00","BZN|NL","Biomass","23.01"
"01/12/2025 02:30:00 - 01/12/2025 02:45:00","BZN|NL","Biomass","59.14"
"01/12/2025 02:45:00 - 01/12/2025 03:00:00","BZN|NL","Biomass","103.97"
"01/12/2025 03:00:00 - 01/12/2025 03:15:00","BZN|NL","Biomass","163.80"
"01/12/2025 03:15:00 - 01/12/2025 03:30:00","BZN|NL","Biomass","206.12"
"01/12/2025 03:30:00 - 01/12/2025 03:45:00","BZN|NL","Biomass","226.69"
"01/12/2025 03:45:00 - 01/12/2025 04:00:00","BZN|NL","Biomass","232.70"
"01/12/2025 04:00:00 - 01/12/2025 04:15:00","BZN|NL","Biomass","270.39"
"01/12/2025 04:15:00 - 01/12/2025 04:30:00","BZN|NL","Biomass","312.28"
"01/12/2025 04:30:00 - 01/12/2025 04:45:00","BZN|NL","Biomass","362.52"
"01/12/2025 04:45:00 - 01/12/2025 05:00:00","BZN|NL","Biomass","363.50"
"01/12/2025 05:00:00 - 01/12/2025 05:15:00","BZN|NL","Biomass","338.02"
"01/12/2025 05:15:00 - 01/12/2025 05:30:00","BZN|NL","Biomass","344.05"
"01/12/2025 05:30:00 - 01/12/2025 05:45:00","BZN|NL","Biomass","298.25"
"01/12/2025 05:45:00 - 01/12/2025 06:00:00","BZN|NL","Biomass","282.20"
"01/12/2025 06:00:00 - 01/12/2025 06:15:00","BZN|NL","Biomass","318.63"
"01/12/2025 06:15:00 - 01/12/2025 06:30:00","BZN|NL","Biomass","353.04"
"01/12/2025 06:30:00 - 01/12/2025 06:45:00","BZN|NL","Biomass","335.45"
"01/12/2025 06:45:00 - 01/12/2025 07:00:00","BZN|NL","Biomass","334.41"
"01/12/2025 07:00:00 - 01/12/2025 07:15:00","BZN|NL","Biomass","334.78"
"01/12/2025 07:15:00 - 01/12/2025 07:30:00","BZN|NL","Biomass","335.49"
"01/12/2025 07:30:00 - 01/12/2025 07:45:00","BZN|NL","Biomass","335.98"
"01/12/2025 07:45:00 - 01/12/2025 08:00:00","BZN|NL","Biomass","334.32"
"01/12/2025 08:00:00 - 01/12/2025 08:15:00","BZN|NL","Biomass","334.21"
"01/12/2025 08:15:00 - 01/12/2025 08:30:00","BZN|NL","Biomass","334.68"
"01/12/2025 08:30:00 - 01/12/2025 08:45:00","BZN|NL","Biomass","341.58"
"01/12/2025 08:45:00 - 01/12/2025 09:00:00","BZN|NL","Biomass","349.63"
"01/12/2025 09:00:00 - 01/12/2025 09:15:00","BZN|NL","Biomass","355.75"
"01/12/2025 09:15:00 - 01/12/2025 09:30:00","BZN|NL","Biomass","371.89"
"01/12/2025 09:30:00 - 01/12/2025 09:45:00","BZN|NL","Biomass","379.89"
"01/12/2025 09:45:00 - 01/12/2025 10:00:00","BZN|NL","Biomass","384.38"
"01/12/2025 10:00:00 - 01/12/2025 10:15:00","BZN|NL","Biomass","386.12"
"01/12/2025 10:15:00 - 01/12/2025 10:30:00","BZN|NL","Biomass","383.15"
"01/12/2025 10:30:00 - 01/12/2025 10:45:00","BZN|NL","Biomass","368.82"
"01/12/2025 10:45:00 - 01/12/2025 11:00:00","BZN|NL","Biomass","362.72"
"01/12/2025 11:00:00 - 01/12/2025 11:15:00","BZN|NL","Biomass","369.33"
"01/12/2025 11:15:00 - 01/12/2025 11:30:00","BZN|NL","Biomass","377.07"
"01/12/2025 11:30:00 - 01/12/2025 11:45:00","BZN|NL","Biomass","351.40"
"01/12/2025 11:45:00 - 01/12/2025 12:00:00","BZN|NL","Biomass","338.17"
"01/12/2025 12:00:00 - 01/12/2025 12:15:00","BZN|NL","Biomass","336.77"
"01/12/2025 12:15:00 - 01/12/2025 12:30:00","BZN|NL","Biomass","330.84"
"01/12/2025 12:30:00 - 01/12/2025 12:45:00","BZN|NL","Biomass","322.54"
"01/12/2025 12:45:00 - 01/12/2025 13:00:00","BZN|NL","Biomass","316.19"
"01/12/2025 13:00:00 - 01/12/2025 13:15:00","BZN|NL","Biomass","316.80"
"01/12/2025 13:15:00 - 01/12/2025 13:30:00","BZN|NL","Biomass","317.93"
"01/12/2025 13:30:00 - 01/12/2025 13:45:00","BZN|NL","Biomass","336.07"
"01/12/2025 13:45:00 - 01/12/2025 14:00:00","BZN|NL","Biomass","323.93"
"01/12/2025 14:00:00 - 01/12/2025 14:15:00","BZN|NL","Biomass","323.00"
"01/12/2025 14:15:00 - 01/12/2025 14:30:00","BZN|NL","Biomass","326.46"
"01/12/2025 14:30:00 - 01/12/2025 14:45:00","BZN|NL","Biomass","320.55"
"01/12/2025 14:45:00 - 01/12/2025 15:00:00","BZN|NL","Biomass","324.22"
"01/12/2025 15:00:00 - 01/12/2025 15:15:00","BZN|NL","Biomass","325.54"
"01/12/2025 15:15:00 - 01/12/2025 15:30:00","BZN|NL","Biomass","324.00"
"01/12/2025 15:30:00 - 01/12/2025 15:45:00","BZN|NL","Biomass","327.08"
"01/12/2025 15:45:00 - 01/12/2025 16:00:00","BZN|NL","Biomass","327.99"
"01/12/2025 16:00:00 - 01/12/2025 16:15:00","BZN|NL","Biomass","327.38"
"01/12/2025 16:15:00 - 01/12/2025 16:30:00","BZN|NL","Biomass","323.22"
"01/12/2025 16:30:00 - 01/12/2025 16:45:00","BZN|NL","Biomass","317.63"
"01/12/2025 16:45:00 - 01/12/2025 17:00:00","BZN|NL","Biomass","326.51"
"01/12/2025 17:00:00 - 01/12/2025 17:15:00","BZN|NL","Biomass","333.83"
"01/12/2025 17:15:00 - 01/12/2025 17:30:00","BZN|NL","Biomass","319.34"
"01/12/2025 17:30:00 - 01/12/2025 17:45:00","BZN|NL","Biomass","318.52"
"01/12/2025 17:45:00 - 01/12/2025 18:00:00","BZN|NL","Biomass","316.07"
"01/12/2025 18:00:00 - 01/12/2025 18:15:00","BZN|NL","Biomass","315.13"
"01/12/2025 18:15:00 - 01/12/2025 18:30:00","BZN|NL","Biomass","333.92"
"01/12/2025 18:30:00 - 01/12/2025 18:45:00","BZN|NL","Biomass","331.23"
"01/12/2025 18:45:00 - 01/12/2025 19:00:00","BZN|NL","Biomass","321.56"
"01/12/2025 19:00:00 - 01/12/2025 19:15:00","BZN|NL","Biomass","294.80"
"01/12/2025 19:15:00 - 01/12/2025 19:30:00","BZN|NL","Biomass","291.47"
"01/12/2025 19:30:00 - 01/12/2025 19:45:00","BZN|NL","Biomass","282.50"
"01/12/2025 19:45:00 - 01/12/2025 20:00:00","BZN|NL","Biomass","277.72"
"01/12/2025 20:00:00 - 01/12/2025 20:15:00","BZN|NL","Biomass","287.21"
"01/12/2025 20:15:00 - 01/12/2025 20:30:00","BZN|NL","Biomass","297.55"
"01/12/2025 20:30:00 - 01/12/2025 20:45:00","BZN|NL","Biomass","302.03"
"01/12/2025 20:45:00 - 01/12/2025 21:00:00","BZN|NL","Biomass","295.02"
"01/12/2025 21:00:00 - 01/12/2025 21:15:00","BZN|NL","Biomass","291.62"
"01/12/2025 21:15:00 - 01/12/2025 21:30:00","BZN|NL","Biomass","285.40"
"01/12/2025 21:30:00 - 01/12/2025 21:45:00","BZN|NL","Biomass","288.52"
"01/12/2025 21:45:00 - 01/12/2025 22:00:00","BZN|NL","Biomass","291.30"
"01/12/2025 22:00:00 - 01/12/2025 22:15:00","BZN|NL","Biomass","299.66"
"01/12/2025 22:15:00 - 01/12/2025 22:30:00","BZN|NL","Biomass","302.48"
"01/12/2025 22:30:00 - 01/12/2025 22:45:00","BZN|NL","Biomass","297.76"
"01/12/2025 22:45:00 - 01/12/2025 23:00:00","BZN|NL","Biomass","294.86"
"01/12/2025 23:00:00 - 01/12/2025 23:15:00","BZN|NL","Biomass","298.05"
"01/12/2025 23:15:00 - 01/12/2025 23:30:00","BZN|NL","Biomass","303.36"
"01/12/2025 23:30:00 - 01/12/2025 23:45:00","BZN|NL","Biomass","302.02"
"01/12/2025 23:45:00 - 02/12/2025 00:00:00","BZN|NL","Biomass","296.72"
"02/12/2025 00:00:00 - 02/12/2025 00:15:00","BZN|NL","Biomass","297.03"
"02/12/2025 00:15:00 - 02/12/2025 00:30:00","BZN|NL","Biomass","299.27"
"02/12/2025 00:30:00 - 02/12/2025 00:45:00","BZN|NL","Biomass","302.14"
"02/12/2025 00:45:00 - 02/12/2025 01:00:00","BZN|NL","Biomass","296.41"
"02/12/2025 01:00:00 - 02/12/2025 01:15:00","BZN|NL","Biomass","282.54"
"02/12/2025 01:15:00 - 02/12/2025 01:30:00","BZN|NL","Biomass","296.31"
"02/12/2025 01:30:00 - 02/12/2025 01:45:00","BZN|NL","Biomass","300.09"
"02/12/2025 01:45:00 - 02/12/2025 02:00:00","BZN|NL","Biomass","297.57"
"02/12/2025 02:00:00 - 02/12/2025 02:15:00","BZN|NL","Biomass","281.03"
"02/12/2025 02:15:00 - 02/12/2025 02:30:00","BZN|NL","Biomass","288.17"
"02/12/2025 02:30:00 - 02/12/2025 02:45:00","BZN|NL","Biomass","291.32"
"02/12/2025 02:45:00 - 02/12/2025 03:00:00","BZN|NL","Biomass","295.18"
"02/12/2025 03:00:00 - 02/12/2025 03:15:00","BZN|NL","Biomass","297.59"
"02/12/2025 03:15:00 - 02/12/2025 03:30:00","BZN|NL","Biomass","299.04"
"02/12/2025 03:30:00 - 02/12/2025 03:45:00","BZN|NL","Biomass","301.20"
"02/12/2025 03:45:00 - 02/12/2025 04:00:00","BZN|NL","Biomass","301.78"
"02/12/2025 04:00:00 - 02/12/2025 04:15:00","BZN|NL","Biomass","299.05"
"02/12/2025 04:15:00 - 02/12/2025 04:30:00","BZN|NL","Biomass","298.25"
"02/12/2025 04:30:00 - 02/12/2025 04:45:00","BZN|NL","Biomass","298.06"
"02/12/2025 04:45:00 - 02/12/2025 05:00:00","BZN|NL","Biomass","298.44"
"02/12/2025 05:00:00 - 02/12/2025 05:15:00","BZN|NL","Biomass","297.47"
"02/12/2025 05:15:00 - 02/12/2025 05:30:00","BZN|NL","Biomass","292.17"
"02/12/2025 05:30:00 - 02/12/2025 05:45:00","BZN|NL","Biomass","282.61"
"02/12/2025 05:45:00 - 02/12/2025 06:00:00","BZN|NL","Biomass","251.46"
"02/12/2025 06:00:00 - 02/12/2025 06:15:00","BZN|NL","Biomass","249.56"
"02/12/2025 06:15:00 - 02/12/2025 06:30:00","BZN|NL","Biomass","299.80"
"02/12/2025 06:30:00 - 02/12/2025 06:45:00","BZN|NL","Biomass","315.56"
"02/12/2025 06:45:00 - 02/12/2025 07:00:00","BZN|NL","Biomass","311.82"
"02/12/2025 07:00:00 - 02/12/2025 07:15:00","BZN|NL","Biomass","304.42"
"02/12/2025 07:15:00 - 02/12/2025 07:30:00","BZN|NL","Biomass","303.13"
